length,difficulty,timestamp5,3,2024-03-11 18:33:11
5,1,2024-03-11 18:36:27
5,2,2024-03-11 18:36:29
5,3,2024-03-11 18:36:31
5,4,2024-03-11 18:36:32
5,5,2024-03-11 18:36:35
4,4,2024-03-11 19:06:31
4,4,2024-03-11 19:06:32
4,4,2024-03-11 19:06:33
1,1,2024-03-11 19:06:59
1,3,2024-03-11 19:07:43
1,3,2024-03-11 19:08:00
10,5,2024-03-11 19:32:29
10,5,2024-03-11 19:32:44
5,4,2024-03-11 19:39:38
3,4,2024-03-11 19:39:56
3,4,2024-03-11 19:39:57
5,4,2024-03-11 19:48:44
1,3,2024-03-11 19:49:29
1,3,2024-03-11 19:49:32
1,3,2024-03-11 19:49:34
1,3,2024-03-11 19:50:53
2,4,2024-03-11 19:53:47
2,4,2024-03-11 19:53:57
2,4,2024-03-11 19:53:59
2,4,2024-03-11 19:54:00
2,4,2024-03-11 19:54:03
2,4,2024-03-11 19:54:04
2,4,2024-03-11 19:54:05
2,4,2024-03-11 19:54:05
2,4,2024-03-11 19:54:06
2,4,2024-03-11 19:54:07
3,3,2024-03-12 20:30:39
3,3,2024-03-12 20:32:01
3,3,2024-03-12 20:32:23
3,3,2024-03-12 20:32:23
3,3,2024-03-12 20:32:24
3,3,2024-03-12 20:32:24
3,3,2024-03-12 20:32:24
3,3,2024-03-12 20:32:24
3,3,2024-03-12 20:32:24
3,3,2024-03-12 20:32:25
3,3,2024-03-12 20:32:25
3,3,2024-03-12 20:32:25
3,3,2024-03-12 20:32:25
3,4,2024-03-12 20:32:27
3,4,2024-03-12 20:32:30
3,4,2024-03-12 20:32:30
3,4,2024-03-12 20:32:31
10,4,2024-03-12 20:32:33
10,4,2024-03-12 20:32:34
10,4,2024-03-12 20:32:34
10,4,2024-03-12 20:32:35
10,2,2024-03-12 20:32:43
1,3,2024-03-12 20:33:26
